muniDivision2015_raw2clean script: 56 seconds elapsed
biomeDivision_raw2clean script: 23 seconds elapsed
priorityMuniAmazon_raw2clean script: 7 seconds elapsed
prodesDeforestationAmazonMuni_raw2clean script: 6 seconds elapsed
